"","section","age","d13c","d13o","d18c","temp","d13a","d13a.sd","d13s","d13s.sd","R","R.sd","Sz","Sz.sd","co2","co2.sd"
"101","Fuxian",1329.33333333327,-6.98106175082955,-23.284,-9.97851366820476,17.8,-6.80733333333181,0.551505515233831,-16.6542782193043,0.354012721918117,0.439775907012404,0.0723549907275238,393.232264667228,270.845037627673,170.268936433652,125.791927172009
"102","Fuxian",1330.99999999994,-6.79842482282686,-24.987,-9.59683735378099,17.8,-6.81966666666689,0.458184824424962,-16.4799813887304,0.351883931306672,0.643768976790093,0.0799517208063943,364.660312670437,242.913629626717,232.408813591309,160.899512264195
"103","Fuxian",1337.6666666666,-6.60278670305399,-24.673,-9.08765551528097,17.8,-6.79522222222247,0.458184824424962,-16.287329461724,0.346774392503798,0.642867181179657,0.0794538567574858,331.359333619698,212.209728010462,211.920479179857,141.551352280607
"104","Fuxian",1342.6666666666,-6.90015649676945,-24.568,-10.3490345419358,17.8,-6.58844444444942,0.447883913531174,-16.5860223028417,0.348655302860907,0.56943450813146,0.0742134629764487,418.927898499581,302.766914624367,236.881348795677,178.614590528806
"105","Fuxian",1375.12499999993,-6.88241256760148,-24.801,-9.8484291653433,17.8,-6.43453125000236,0.41464844547319,-16.5623487809606,0.352646690861656,0.588668144857672,0.0747772194211679,384.816759851191,257.088679547908,224.757195009922,155.50527929656
"106","Fuxian",1377.42187499993,-6.47561832617248,-23.991,-9.60870725817176,17.8,-6.35701171875236,0.41464844547319,-16.1615298132986,0.35750869325286,0.565386612654403,0.0763870013533942,368.869687830313,247.489621220969,207.664804554002,145.935786849556
"107","Fuxian",1407.66666666659,-5.71481915738548,-23.195,-9.9988741131265,17.8,-6.41933333333019,0.283196045170126,-15.4067812182049,0.34907304456238,0.613076593313373,0.0849303365847986,394.305521939066,280.10501845679,240.763817585045,178.212341613771
"108","Fuxian",1410.66666666659,-5.71481915738548,-23.277,-9.32122048288659,17.8,-6.53666666666417,0.240883789408918,-15.4143637620365,0.352593036022536,0.627304283311669,0.0867355653180796,343.548535366298,229.915851501897,212.999644002841,150.070934087949
"109","Fuxian",1415.99999999992,-6.0155390590337,-24.126,-8.96052667274989,17.8,-6.7099999999974,0.240883789408918,-15.7122275204779,0.35598909928135,0.680200382077912,0.0876134921427045,317.703428012107,205.158348554027,214.454312017124,144.927313779866
"110","Fuxian",1457.40909090889,-5.70323963934197,-23.453,-9.48912216199824,17.8,-7.08428787876973,0.647578824030969,-15.4009871019782,0.350547235765946,0.69250205225471,0.0941067581536915,359.109747858794,242.834103815563,246.621970089162,173.834894555325
"111","Fuxian",1462.81818181798,-6.0028742403772,-25.8075,-9.00684622481231,17.8,-7.01443939396113,0.554158521243395,-15.6922088743357,0.355005611541525,0.903958658376634,0.0978042462252515,323.674711025162,210.462947047904,290.38510809605,195.132494713943
"112","Fuxian",1465.13636363616,-6.42514595716125,-24.267,-9.39306464812466,17.8,-6.76446212123407,0.554158521243395,-16.110504816443,0.34867958811587,0.62883180793221,0.0819363141669666,353.244032793085,231.04942996349,220.144521376669,150.87538381016
