age,SST
1484.89,30.22811364
1487.11,30.07834333
1489.33,29.79076233
1491.56,29.56508548
1493.78,28.78981392
1496.28,28.9072215
1499.57,29.0225593
1503.13,29.64997697
1506.7,28.96054839
1515.61,29.63134314
1519.17,29.62966024
1522.74,28.91359202
1526.31,28.19743572
1529.87,27.51522317
1533.44,27.21794084
1537.46,27.45983467
1539.32,27.5608618
1540.6,27.85779846
1541.89,28.29537017
1543.17,28.13275934
1544.46,29.11690686
1545.74,29.29389384
1547.03,29.20078029
1548.31,29.75572402
1549.6,29.07017276
1550.89,29.06421472
1552.17,29.56683824
1553.46,29.49260734
1554.74,29.71859273
1556.97,29.47441576
1559.68,29.24019428
1562.45,29.14504672
1566,29.02906057
1569.75,28.18504394
1573.5,28.16630209
1577.25,28.56812582
1581,28.50846952
1583.68,29.00854343
1585.63,28.98553353
1587.59,28.92889926
1589.55,28.87225681
1591.51,28.91492653
1593.47,28.72073445
1595.43,28.31291875
1597.38,28.49417199
1599.34,28.73097011
1601.3,29.75313227
1603.26,29.61207737
1605.22,29.35592783
1609.33,29.3997271
1614.88,29.61827052
1621.84,29.44731803
1626.47,28.6546588
1628.11,29.3188406
1629.22,29.31653131
1630.33,29.27822114
1631.44,29.35321387
1632.56,28.90774159
1633.67,29.01474364
1634.78,29.66817484
1635.89,29.43288574
1637.07,29.74965595
1638.39,29.00870361
1639.77,28.72862901
1641.15,28.95243528
1642.54,29.19434951
1643.92,28.72325002
1645.31,28.27943248
1646.69,28.29304069
1648.08,27.56338652
1649.46,28.38668837
1651.29,28.3346444
1654.75,27.44304552
1657.6,27.85378417
1660.2,27.17730331
1662.8,28.46906424
1665.3,27.91377593
1667.4,29.01199684
1669.4,29.48782505
1671.4,29.63954918
1673.3,29.63830713
1675.01,29.8283473
1677.61,29.35906013
1680.44,29.64271362
1683.26,29.53609254
1686.09,29.50581478
1688.91,28.67477847
1691.74,29.04211244
1694.57,28.60867925
1697.39,28.6180046
1700.22,28.06556249
1703.04,28.74015569
1705.87,28.64802565
1708.7,28.65629391
1711.52,28.46795734
1714.35,28.32291871
1717.17,28.73659072
1719.77,29.36962426
1721.4,28.90978936
1722.8,28.56179308
1724.21,28.80367853
1725.61,28.61987152
1727.01,28.88609443
1728.41,28.86853558
1737.38,28.42245977
1738.79,28.38011163
1740.19,28.67328933
1741.59,29.14779145
1742.99,28.58091255
1744.39,29.01628198
1745.79,27.84305332
1747.2,27.76656119
1748.6,28.10315145
1750.56,27.67181768
1753.75,28.72131143
1757.5,29.0014931
1761.25,28.86767921
1765,29.03966586
1768.75,28.91507608
1772.5,28.85654717
1776.25,28.94073991
1780,28.0307559
1783.75,28.02991655
1787.5,28.31030976
1791.25,27.38070474
1794.7,26.63396554
1797.5,27.4844996
1800.9,27.53260097
1807,28.1881836
1814.5,28.44220067
1819,28.44631591
1821.5,28.22351824
1824,28.04203506
1826.5,28.09723258
1829,29.15820258
1830.76,29.2770558
1833.18,28.96887655
1836.36,29.07543063
1839.55,29.06664753
1842.73,28.96300585
1845.91,29.40376624
1849.09,29.37823815
1852.27,29.58827107
1855.46,29.59593779
1858.64,29.29876236
1861.82,28.71392272
1864.49,27.84643063
1866.06,28.65017376
1867.12,29.06244657
1868.18,28.78149725
1869.24,29.38369821
1870.3,29.1867128
1871.36,29.11533455
1872.42,28.74885315
1873.49,28.69254519
1874.55,29.10629285
1875.61,29.19289394
1876.67,29.37465282
1877.73,29.56233784
1878.79,29.45287166
1879.85,29.35044951
1880.91,29.77755137
1881.97,28.89900911
1883.03,29.06351598
1884.09,29.30479642
1885.15,29.62409961
1886.21,29.21132275
1887.27,29.45692696
1888.33,29.23022921
1889.39,29.31208095
1890.46,29.55766439
1891.52,29.45952687
1892.58,29.38560436
1893.64,29.49029896
1894.7,29.3587126
1895.76,29.25749873
1896.61,29.09274053
1897.88,29.05659961
1899.03,28.87252765
1900.52,28.17739724
1902.14,28.19172204
1904.29,28.85872508
1906.43,29.09438309
1908.57,29.35338432
1910.71,28.72424229
1912.86,29.02546471
1915,28.64787203
1917.14,28.5238243
1919.29,28.72817084
1921.43,28.5322162
1923.57,29.01841432
1925.71,29.46474532
1927.86,30.35712876
1930.19,30.08445459
1933.33,29.79346223
1936.67,29.85810697
1940,29.64273815
1943.33,29.56594372
1946.67,29.06149164
1949.94,28.48331017
1952.95,28.96809268
1967.73,29.2489115
1970.68,28.52884066
1973.64,28.7233491
1976.59,29.50558246
1979.55,29.85659928
1982.6,29.75502067
1986.07,29.34802505
1989.64,29.81740058
1993.21,29.62436997
1996.79,29.21215974
2001.11,28.53273514
2007.33,28.87962535
2008.67,28.46798344
2009.11,28.71027706
2010.71,29.34642153
2013.93,29.55299319
2015.54,29.03568728
2017.14,29.28437102
2018.75,29.57687958
2020.36,29.75857504
2021.96,29.65262702
2023.57,29.73835388
2025.18,29.47433131
2026.79,29.36417809
2028.39,29.30800073
2030.06,29.42322434
2031.98,29.6294404
2033.96,30.01424118
2035.94,29.63098784
2037.92,29.43098079
2039.9,29.48267585
2045.83,29.49725271
2047.81,29.48471437
2049.79,29.97236766
2051.77,29.81843826
2053.75,29.89112082
2055.73,30.16309078
2057.71,30.00694915
2059.69,29.99609366
2061.67,29.67823684
2063.65,28.48629634
2065.63,29.2690399
2067.6,27.76782487
2069.58,27.90851988
2071.56,27.62555891
2073.54,28.08647508
2075.52,27.45353883
2080.39,27.22040531
2088.4,29.58631117
2092.57,28.88110829
2093.64,28.86207497
2094.71,29.00047762
2095.79,28.43925222
2096.86,28.40942152
2097.93,28.23892475
2099.3,27.99323813
2101.3,28.46077144
2103.6,29.00371542
2105.9,28.92673692
2108.2,29.0164923
2110.5,29.39006829
2112.8,29.24463551
2115.1,29.13045851
2117.4,29.70489784
2119.7,28.68555502
2122.31,28.05795186
2125.6,29.51390532
2129.2,30.16779465
2132.8,29.80626181
2136.4,29.43151382
2139.74,30.27614474
2142.5,29.88225504
2145,28.55549366
2147.5,28.3413716
2150,28.29564242
2152.5,27.80805421
2155,28.06039623
2157.5,27.69737225
2160,28.58302485
2162.5,28.13600113
2165,27.69664762
2167.5,28.46516157
2170,28.02956809
2172.5,27.75856473
2175,28.2309548
2177.5,28.99121052
2180,29.08767405
2181.9,29.79774233
2183.45,29.82121378
2185.43,29.67534199
2186.8,29.90621667
2188.18,29.66095682
2188.73,29.54800137
2190.7,29.5805247
2192.83,29.31468327
2194.96,29.43823061
2197.09,29.4747373
2199.22,29.5188075
2201.53,29.33624254
2206.2,28.67212196
2211.45,28.92505917
2214,29.55405743
2215.88,29.54259545
2217.75,29.87838611
2219.63,29.94095049
2221.5,30.05820151
2223.38,29.92364316
2227.04,30.54054851
2229.29,29.71645685
2231.07,29.63266887
2232.86,29.25845583
2234.64,29.31290487
2236.43,29.15760267
2238.21,28.81765426
2240,28.82257081
2245,28.95745538
2250,28.96562181
2255,29.40319679
2261.73,29.28864706
2263.46,29.78546539
2265.19,29.66270078
2266.92,30.07933788
2268.65,30.11548249
2270.39,30.17993495
2272.12,29.95288872
2273.85,29.90036045
2275.58,29.4348675
2277.31,28.81173504
2279.04,28.93613305
2280.77,29.24968015
2282.5,28.80004732
2285.5,29.24552914
2288.5,29.52522726
2291.5,30.00421806
2294.5,29.56521823
2297.5,30.08268762
2299.08,29.87357575
2300.65,29.70318242
2302.23,30.00211334
2303.81,29.8979972
2305.39,30.03667183
2306.96,29.94211597
2308.54,30.13841721
2310.12,29.93828923
2311.69,30.031684
2313.27,29.91277045
2314.85,29.67173636
2316.42,29.53569606
2318,29.70746573
2329,29.88542273
2340,30.15769636
2341.5,30.15683524
2343,30.0780571
2344.5,30.12130492
2346,29.95368662
2347.5,30.13853065
2360,29.29164154
2362.45,29.87099951
2365.52,29.8927688
2366.92,29.91892546
2368.31,29.59710644
2369.71,29.68561302
2371.11,29.43850342
2372.51,29.84826814
2373.91,29.81717266
2375.3,30.00596186
2376.7,29.64349115
2381.23,29.68432336
2384.3,29.89880524
2388.8,29.77610632
2393.3,29.63722431
2397.8,29.87056615
2402.3,29.7133339
2405.99,29.921839
2408.45,29.66088118
2410.91,29.78778185
2413.37,29.91354666
2415.83,30.02609813
2418.29,30.02785549
2420.75,29.86756585
2423.22,29.83888211
2425.68,29.87710567
2428.14,29.23523937
2430.6,29.42099559
2433.06,29.38943075
2435.52,28.7409946
2438.46,28.50641089
2442.1,28.3864428
2455.21,29.01837859
2458.86,30.12553773
2462.5,29.68558224
2465.1,30.07020466
2468.13,30.23504547
2471.16,29.97434386
2474.19,29.84914985
2476.08,30.28835479
2477.2,30.23519161
2478.33,30.18737868
2479.46,29.61795056
2480.58,30.04210521
2481.71,30.03463983
2482.84,30.2505002
2483.97,30.25747987
2485.09,29.65533209
2486.22,29.07980337
2487.35,29.54304566
2488.47,29.39052744
2489.6,29.44295714
2491.44,29.37613609
2493.28,29.75443065
2495.12,30.09521332
2496.96,30.09777144
2498.8,29.90904265
2500.64,29.97028239
2502.48,29.74386988
2504.32,29.57543015
2506.16,29.54803423
2508,29.83928688
2514.2,28.48646424
2520.4,28.7350806
2521.55,28.60589827
2522.7,28.47406545
2523.85,28.53537671
2525,28.11924138
2526.15,28.6269966
2527.3,28.02904687
2527.95,29.19047043
2528.59,27.70549723
2529.23,28.5701844
2529.88,28.47451682
2530.52,28.7274138
2531.17,28.52497004
2531.81,29.03488373
2532.46,28.78612863
2533.1,29.41441032
2533.74,29.47248946
2534.39,29.49120221
2535.03,29.70639375
2535.68,29.60985651
2538.64,30.00762095
2543.92,29.7587542
2549.2,29.90590872
2550.84,29.83946742
2552.47,30.04083938
2554.11,29.97284143
2555.75,29.85775025
2557.38,29.90667256
2559.02,29.78629687
2560.66,29.70652738
2562.29,29.58779349
2564.52,29.50836545
2567.8,29.9500273
2571.29,30.08424654
2578.23,30.15681317
2581.7,30.02282186
2585.14,29.85075855
2588.31,29.75252371
2591.11,29.87337742
2593.74,29.63413549
2596.09,29.78395453
2598.15,29.47430952
2599.78,29.36398053
