age,GMST
1.576,-0.08
1.577,-0.04
1.578,-0.44
1.579,-0.39
1.58,-0.32
1.581,-0.15
1.582,-0.05
1.583,0.16
1.584,0.36
1.585,0.52
1.586,0.46
1.587,0.35
1.588,0.22
1.589,0.26
1.59,0.19
1.591,-0.03
1.592,0.09
1.593,0.34
1.594,0.55
1.595,0.55
1.596,0.51
1.597,0.51
1.598,0.59
1.599,0.70
1.6,0.76
1.601,0.82
1.602,0.89
1.603,0.97
1.604,0.99
1.605,1.11
1.606,1.08
1.607,1.10
1.608,1.12
1.609,1.10
1.61,1.05
1.611,1.09
1.612,1.11
1.613,1.06
1.614,1.10
1.615,1.11
1.616,1.08
1.617,1.04
1.618,0.98
1.619,0.86
1.62,0.80
1.621,0.71
1.622,0.69
1.623,0.66
1.624,0.52
1.625,0.39
1.626,0.36
1.627,0.49
1.628,0.59
1.629,0.77
1.63,0.93
1.631,0.95
1.632,0.95
1.633,0.91
1.634,0.79
1.635,0.77
1.636,0.57
1.637,0.49
1.638,0.41
1.639,0.29
1.64,0.21
1.641,0.18
1.642,0.18
1.643,0.13
1.644,0.01
1.645,-0.02
1.646,-0.10
1.647,-0.14
1.648,-0.22
1.649,-0.34
1.65,-0.32
1.651,-0.34
1.652,-0.42
1.653,-0.49
1.654,-0.63
1.655,-0.76
1.656,-0.71
1.657,-0.79
1.658,-0.96
1.659,-0.97
1.66,-1.07
1.661,-1.45
1.662,-1.41
1.663,-1.42
1.664,-1.44
1.665,-1.47
1.666,-1.31
1.667,-1.27
1.668,-0.84
1.669,-0.51
1.67,-0.26
1.671,-0.33
1.672,-0.49
1.673,-0.24
1.674,-0.23
1.675,-0.14
1.676,-0.07
1.677,0.03
1.678,0.11
1.679,0.16
1.68,0.23
1.681,0.24
1.682,0.07
1.683,0.29
1.684,0.38
1.685,0.19
1.686,0.28
1.687,0.41
1.688,0.40
1.689,0.49
1.69,0.66
1.691,0.81
1.692,0.86
1.693,0.85
1.694,0.77
1.695,0.51
1.696,0.39
1.697,0.22
1.698,0.07
1.699,-0.03
1.7,-0.09
1.701,-0.11
1.702,-0.12
1.703,-0.29
1.704,-0.22
1.705,-0.17
1.706,-0.04
1.707,0.04
1.708,-0.01
1.709,-0.04
1.71,-0.13
1.711,-0.03
1.712,0.07
1.713,0.19
1.714,0.29
1.715,0.51
1.716,0.54
1.717,0.72
1.718,0.76
1.719,0.81
1.72,0.65
1.721,0.50
1.722,0.42
1.723,0.34
1.724,0.42
1.725,0.44
1.726,0.37
1.727,0.32
1.728,0.25
1.729,0.18
1.73,0.05
1.731,0.11
1.732,0.23
1.733,0.24
1.734,0.26
1.735,0.42
1.736,0.61
1.737,0.96
1.738,1.22
1.739,1.22
1.74,1.10
1.741,0.90
1.742,0.29
1.743,0.04
1.744,-0.05
1.745,-0.21
1.746,-0.27
1.747,-0.34
1.748,-0.44
1.749,-0.30
1.75,-0.15
1.751,-0.17
1.752,-0.01
1.753,0.15
1.754,-0.01
1.755,-0.22
1.756,0.10
1.757,0.05
1.758,0.11
1.759,0.12
1.76,0.14
1.761,-0.02
1.762,-0.13
1.763,0.11
1.764,0.39
1.765,0.62
1.766,0.78
1.767,0.89
1.768,0.96
1.769,1.03
1.77,1.05
1.771,1.24
1.772,1.31
1.773,1.60
1.774,1.65
1.775,1.67
1.776,1.72
1.777,1.70
1.778,1.76
1.779,1.65
1.78,1.42
1.781,1.23
1.782,1.03
1.783,0.95
1.784,0.85
1.785,0.67
1.786,0.52
1.787,0.34
1.788,0.03
1.789,-0.20
1.79,-0.25
1.791,-0.11
1.792,-0.38
1.793,-0.34
1.794,-0.34
1.795,-0.12
1.796,-0.05
1.797,-0.24
1.798,-0.25
1.799,-0.16
1.8,0.13
1.801,0.35
1.802,0.49
1.803,0.66
1.804,0.54
1.805,0.68
1.806,0.74
1.807,0.74
1.808,0.80
1.809,0.85
1.81,1.02
1.811,0.89
1.812,0.98
1.813,0.68
1.814,0.65
1.815,0.57
1.816,0.42
1.817,0.16
1.818,-0.01
1.819,0.20
1.82,0.38
1.821,0.51
1.822,0.87
1.823,0.94
1.824,1.02
1.825,1.10
1.826,1.14
1.827,1.33
1.828,1.40
1.829,1.16
1.83,1.48
1.831,1.40
1.832,1.43
1.833,1.01
1.834,1.06
1.835,1.10
1.836,0.96
1.837,0.85
1.838,1.02
1.839,1.20
1.84,1.15
1.841,1.14
1.842,1.22
1.843,1.48
1.844,1.76
1.845,1.70
1.846,1.73
1.847,1.59
1.848,1.39
1.849,1.33
1.85,1.03
1.851,1.03
1.852,0.84
1.853,0.71
1.854,0.63
1.855,0.67
1.856,0.43
1.857,0.28
1.858,0.18
1.859,0.24
1.86,0.19
1.861,-0.04
1.862,0.02
1.863,0.08
1.864,0.32
1.865,0.38
1.866,0.45
1.867,0.53
1.868,0.68
1.869,0.76
1.87,0.83
1.871,0.77
1.872,0.93
1.873,1.07
1.874,1.52
1.875,1.21
1.876,1.25
1.877,1.06
1.878,1.20
1.879,1.23
1.88,1.11
1.881,1.12
1.882,1.06
1.883,1.12
1.884,0.95
1.885,1.11
1.886,1.10
1.887,1.22
1.888,1.11
1.889,1.13
1.89,1.12
1.891,1.01
1.892,0.94
1.893,0.90
1.894,1.06
1.895,0.93
1.896,1.00
1.897,0.80
1.898,0.59
1.899,1.01
1.9,0.87
1.901,0.86
1.902,0.74
1.903,0.84
1.904,0.91
1.905,0.84
1.906,0.90
1.907,1.06
1.908,1.16
1.909,1.19
1.91,1.48
1.911,1.44
1.912,1.41
1.913,1.38
1.914,1.21
1.915,1.26
1.916,1.31
1.917,1.44
1.918,1.56
1.919,1.57
1.92,1.59
1.921,1.65
1.922,1.69
1.923,1.85
1.924,1.91
1.925,1.82
1.926,1.79
1.927,1.80
1.928,1.81
1.929,1.72
1.93,1.78
1.931,1.92
1.932,1.97
1.933,1.82
1.934,1.94
1.935,1.82
1.936,1.60
1.937,1.56
1.938,1.63
1.939,1.63
1.94,1.64
1.941,1.23
1.942,1.19
1.943,1.09
1.944,0.92
1.945,0.78
1.946,0.64
1.947,0.50
1.948,0.50
1.949,0.43
1.95,0.22
1.951,0.24
1.952,0.31
1.953,0.47
1.954,0.54
1.955,0.61
1.956,0.57
1.957,0.37
1.958,0.49
1.959,0.58
1.96,0.73
1.961,0.96
1.962,1.16
1.963,1.27
1.964,1.24
1.965,1.20
1.966,1.10
1.967,1.13
1.968,1.09
1.969,1.05
1.97,1.09
1.971,1.19
1.972,1.34
1.973,1.41
1.974,1.55
1.975,1.65
1.976,1.69
1.977,1.71
1.978,1.67
1.979,1.66
1.98,1.69
1.981,1.74
1.982,1.78
1.983,1.82
1.984,1.69
1.985,1.65
1.986,1.59
1.987,1.64
1.988,1.69
1.989,1.68
1.99,1.59
1.991,1.77
1.992,1.68
1.993,1.51
1.994,1.56
1.995,1.30
1.996,1.28
1.997,1.40
1.998,1.51
1.999,1.30
2,1.28
2.001,1.29
2.002,1.26
2.003,1.31
2.004,1.22
2.005,1.09
2.006,1.09
2.007,1.10
2.008,1.11
2.009,1.12
2.01,1.30
2.011,1.44
2.012,1.47
2.013,1.53
2.014,1.41
2.015,1.57
2.016,1.60
2.017,1.74
2.018,1.59
2.019,1.76
2.02,1.90
2.021,1.76
2.022,1.71
2.023,1.85
2.024,1.90
2.025,1.88
2.026,1.78
2.027,1.87
2.028,1.73
2.029,1.58
2.03,1.44
2.031,1.40
2.032,1.30
2.033,1.48
2.034,1.40
2.035,1.32
2.036,1.44
2.037,1.42
2.038,1.41
2.039,1.46
2.04,1.41
2.041,1.28
2.042,1.42
2.043,1.15
2.044,1.22
2.045,1.24
2.046,1.27
2.047,1.37
2.048,1.42
2.049,1.46
2.05,1.46
2.051,1.34
2.052,1.39
2.053,1.37
2.054,1.33
2.055,1.23
2.056,1.18
2.057,1.08
2.058,1.03
2.059,0.98
2.06,0.88
2.061,0.70
2.062,0.65
2.063,0.64
2.064,0.43
2.065,0.19
2.066,-0.10
2.067,-0.43
2.068,-0.38
2.069,-0.61
2.07,-0.59
2.071,-0.58
2.072,-0.74
2.073,-0.78
2.074,-0.51
2.075,-0.70
2.076,-0.45
2.077,-0.47
2.078,-0.20
2.079,-0.30
2.08,-0.21
2.081,-0.15
2.082,-0.18
2.083,-0.11
2.084,-0.05
2.085,-0.01
2.086,0.07
2.087,0.24
2.088,0.44
2.089,0.50
2.09,0.45
2.091,0.68
2.092,0.74
2.093,0.73
2.094,0.80
2.095,0.79
2.096,0.72
2.097,0.62
2.098,0.64
2.099,0.74
2.1,0.67
2.101,0.72
2.102,0.67
2.103,0.71
2.104,0.72
2.105,0.74
2.106,0.79
2.107,0.67
2.108,0.77
2.109,0.87
2.11,1.00
2.111,1.00
2.112,1.18
2.113,1.15
2.114,1.19
2.115,1.18
2.116,1.02
2.117,1.03
2.118,1.08
2.119,1.11
2.12,1.17
2.121,1.32
2.122,1.43
2.123,1.53
2.124,1.53
2.125,1.48
2.126,1.43
2.127,1.57
2.128,1.75
2.129,1.90
2.13,2.11
2.131,2.20
2.132,2.25
2.133,2.26
2.134,2.30
2.135,2.24
2.136,2.13
2.137,2.22
2.138,2.31
2.139,2.28
2.14,2.10
2.141,1.84
2.142,1.57
2.143,1.35
2.144,1.09
2.145,0.75
2.146,0.65
2.147,0.51
2.148,0.50
2.149,0.52
2.15,0.38
2.151,0.29
2.152,0.01
2.153,-0.08
2.154,-0.20
2.155,-0.25
2.156,0.10
2.157,0.08
2.158,0.33
2.159,0.09
2.16,0.07
2.161,0.20
2.162,0.24
2.163,0.26
2.164,0.38
2.165,0.40
2.166,0.52
2.167,0.66
2.168,0.72
2.169,0.88
2.17,0.89
2.171,0.97
2.172,1.05
2.173,1.14
2.174,1.23
2.175,1.31
2.176,1.39
2.177,1.51
2.178,1.54
2.179,1.48
2.18,1.32
2.181,1.40
2.182,1.68
2.183,1.51
2.184,1.47
2.185,1.48
2.186,1.49
2.187,1.48
2.188,1.49
2.189,1.43
2.19,1.43
2.191,1.37
2.192,1.49
2.193,1.57
2.194,1.52
2.195,1.39
2.196,1.10
2.197,1.09
2.198,0.95
2.199,1.13
2.2,1.27
2.201,1.43
2.202,1.38
2.203,1.39
2.204,1.51
2.205,1.58
2.206,1.64
2.207,1.53
2.208,1.70
2.209,1.67
2.21,1.48
2.211,1.57
2.212,1.59
2.213,1.59
2.214,1.60
2.215,1.37
2.216,1.37
2.217,1.79
2.218,1.72
2.219,1.49
2.22,1.65
2.221,1.82
2.222,1.58
2.223,1.58
2.224,1.59
2.225,1.67
2.226,1.77
2.227,1.88
2.228,2.13
2.229,1.91
2.23,1.93
2.231,1.96
2.232,1.93
2.233,1.94
2.234,1.81
2.235,1.74
2.236,1.62
2.237,1.50
2.238,1.29
2.239,1.15
2.24,1.17
2.241,1.03
2.242,1.04
2.243,0.98
2.244,0.84
2.245,0.78
2.246,0.87
2.247,0.93
2.248,0.83
2.249,0.86
2.25,0.92
2.251,0.87
2.252,1.04
2.253,1.04
2.254,1.12
2.255,1.17
2.256,1.23
2.257,1.31
2.258,1.33
2.259,1.36
2.26,1.53
2.261,1.71
2.262,1.82
2.263,1.88
2.264,1.89
2.265,1.97
2.266,2.11
2.267,2.17
2.268,2.03
2.269,2.02
2.27,2.07
2.271,1.97
2.272,1.87
2.273,1.80
2.274,1.88
2.275,1.78
2.276,1.66
2.277,1.56
2.278,1.47
2.279,1.30
2.28,1.50
2.281,1.58
2.282,1.57
2.283,1.55
2.284,1.55
2.285,1.52
2.286,1.54
2.287,1.62
2.288,1.82
2.289,1.80
2.29,1.54
2.291,1.95
2.292,2.05
2.293,2.02
2.294,1.99
2.295,2.01
2.296,2.04
2.297,2.10
2.298,2.03
2.299,2.02
2.3,2.03
2.301,2.05
2.302,2.01
2.303,2.00
2.304,1.95
2.305,1.90
2.306,1.78
2.307,1.78
2.308,1.81
2.309,1.86
2.31,1.81
2.311,1.60
2.312,1.52
2.313,1.57
2.314,1.20
2.315,1.31
2.316,1.46
2.317,1.59
2.318,1.57
2.319,1.52
2.32,1.82
2.321,1.82
2.322,1.74
2.323,2.05
2.324,1.89
2.325,1.82
2.326,1.50
2.327,1.35
2.328,1.24
2.329,1.19
2.33,1.18
2.331,1.43
2.332,1.49
2.333,1.80
2.334,1.60
2.335,1.80
2.336,1.97
2.337,1.93
2.338,2.08
2.339,2.06
2.34,2.10
2.341,2.35
2.342,2.22
2.343,2.22
2.344,1.94
2.345,2.14
2.346,2.27
2.347,2.23
2.348,2.13
2.349,2.28
2.35,2.15
2.351,2.07
2.352,1.83
2.353,1.77
2.354,1.60
2.355,1.50
2.356,1.21
2.357,1.21
2.358,0.86
2.359,0.93
2.36,0.87
2.361,0.84
2.362,0.97
2.363,0.91
2.364,0.81
2.365,1.03
2.366,1.15
2.367,1.18
2.368,1.22
2.369,1.19
2.37,1.37
2.371,1.25
2.372,1.03
2.373,1.19
2.374,1.36
2.375,1.31
2.376,1.52
2.377,1.75
2.378,1.86
2.379,1.98
2.38,2.10
2.381,2.00
2.382,2.03
2.383,1.92
2.384,1.95
2.385,1.92
2.386,1.86
2.387,1.95
2.388,2.07
2.389,2.01
2.39,2.12
2.391,2.23
2.392,2.32
2.393,2.25
2.394,2.38
2.395,2.37
2.396,2.33
2.397,2.24
2.398,2.11
2.399,2.05
2.4,2.10
2.401,2.05
2.402,2.04
2.403,2.05
2.404,2.02
2.405,1.80
2.406,1.85
2.407,2.00
2.408,2.19
2.409,2.32
2.41,2.38
2.411,2.52
2.412,2.53
2.413,2.62
2.414,2.60
2.415,2.48
2.416,2.85
2.417,2.51
2.418,2.46
2.419,2.61
2.42,2.77
2.421,2.78
2.422,2.79
2.423,2.70
2.424,2.75
2.425,2.74
2.426,2.40
2.427,2.19
2.428,2.10
2.429,1.68
2.43,1.56
2.431,1.42
2.432,1.18
2.433,0.96
2.434,1.10
2.435,0.97
2.436,0.91
2.437,0.91
2.438,0.95
2.439,1.01
2.44,1.15
2.441,1.07
2.442,1.06
2.443,1.06
2.444,1.08
2.445,1.06
2.446,1.11
2.447,1.13
2.448,1.22
2.449,1.06
2.45,1.18
2.451,1.22
2.452,1.33
2.453,1.42
2.454,1.54
2.455,1.65
2.456,1.66
2.457,1.62
2.458,1.77
2.459,1.84
2.46,1.96
2.461,2.02
2.462,1.82
2.463,1.87
2.464,1.88
2.465,1.89
2.466,1.93
2.467,1.82
2.468,2.03
2.469,2.01
2.47,1.96
2.471,2.04
2.472,2.04
2.473,2.12
2.474,1.97
2.475,1.76
2.476,1.85
2.477,1.88
2.478,1.94
2.479,1.52
2.48,1.48
2.481,1.49
2.482,1.51
2.483,1.26
2.484,1.20
2.485,1.11
2.486,1.14
2.487,1.02
2.488,0.91
2.489,0.92
2.49,0.98
2.491,1.03
2.492,1.09
2.493,1.20
2.494,1.30
2.495,1.43
2.496,1.74
2.497,1.86
2.498,1.99
2.499,2.08
2.5,2.32
2.501,2.41
2.502,2.40
2.503,2.58
2.504,2.54
2.505,2.50
2.506,2.42
2.507,2.23
2.508,1.96
2.509,1.74
2.51,1.41
2.511,1.13
2.512,1.05
2.513,0.99
2.514,0.78
2.515,0.86
2.516,0.80
2.517,0.64
2.518,0.45
2.519,0.16
2.52,0.06
2.521,0.12
2.522,0.62
2.523,0.82
2.524,0.94
2.525,0.63
2.526,0.68
2.527,0.67
2.528,0.80
2.529,0.72
2.53,0.96
2.531,0.93
2.532,0.93
2.533,1.08
2.534,1.19
2.535,1.23
2.536,1.19
2.537,1.32
2.538,1.65
2.539,1.90
2.54,2.14
2.541,2.22
2.542,2.30
2.543,2.42
2.544,2.33
2.545,2.33
2.546,2.51
2.547,2.66
2.548,2.65
2.549,2.67
2.55,2.56
2.551,2.69
2.552,2.68
2.553,2.59
2.554,2.55
2.555,2.39
2.556,2.34
2.557,2.25
2.558,2.28
2.559,2.14
2.56,2.12
2.561,2.08
2.562,1.98
2.563,2.00
2.564,2.00
2.565,2.09
2.566,2.21
2.567,2.26
2.568,2.17
2.569,2.32
2.57,2.36
2.571,2.33
2.572,2.34
2.573,2.51
2.574,2.63
2.575,2.73
2.576,2.78
2.577,2.72
2.578,2.69
2.579,2.63
2.58,2.62
2.581,2.72
2.582,2.61
2.583,2.56
2.584,2.62
2.585,2.55
2.586,2.54
2.587,2.56
2.588,2.36
2.589,2.35
2.59,2.29
2.591,2.30
2.592,2.16
2.593,2.14
2.594,2.01
2.595,1.95
2.596,1.96
2.597,1.91
2.598,1.82
2.599,1.78
2.6,1.80
2.601,1.53
2.602,1.55
2.603,1.57
2.604,1.56
2.605,1.59
2.606,1.66
2.607,1.77
2.608,1.78
2.609,1.79
2.61,1.94
2.611,2.03
2.612,2.07
2.613,2.07
2.614,2.07
2.615,2.08
2.616,1.89
2.617,1.88
2.618,2.05
2.619,2.11
2.62,2.19
2.621,2.20
2.622,2.02
2.623,1.99
2.624,2.03
2.625,2.07
2.626,2.03
2.627,2.01
2.628,1.99
2.629,2.01
2.63,1.98
2.631,1.84
2.632,1.98
2.633,1.90
2.634,1.85
2.635,1.69
2.636,1.67
2.637,1.36
2.638,1.54
2.639,1.67
2.64,1.64
2.641,1.82
2.642,1.90
2.643,1.90
2.644,1.65
2.645,1.49
2.646,1.40
2.647,1.53
2.648,1.55
2.649,1.62
2.65,1.91
2.651,1.88
2.652,2.00
2.653,2.14
2.654,2.25
2.655,2.30
2.656,2.48
2.657,2.47
2.658,2.44
2.659,2.67
2.66,2.68
2.661,2.71
2.662,2.71
2.663,2.77
2.664,2.77
2.665,2.90
2.666,2.84
2.667,2.79
2.668,2.70
2.669,2.81
2.67,2.79
2.671,2.76
2.672,2.81
2.673,2.82
2.674,2.75
2.675,2.72
2.676,2.68
2.677,2.71
2.678,2.55
2.679,2.52
2.68,2.51
2.681,2.55
2.682,2.47
2.683,2.45
2.684,2.57
2.685,2.34
2.686,2.22
2.687,2.15
2.688,2.07
2.689,2.02
2.69,2.05
2.691,1.99
2.692,1.97
2.693,1.98
2.694,2.35
2.695,2.24
2.696,2.31
2.697,2.44
2.698,2.45
2.699,2.36
2.7,2.40
2.701,2.35
2.702,2.38
2.703,2.24
2.704,2.13
2.705,2.07
2.706,1.87
2.707,1.83
2.708,1.70
2.709,1.70
2.71,1.88
2.711,1.30
2.712,1.37
2.713,1.52
2.714,1.59
2.715,1.64
2.716,1.76
2.717,1.77
2.718,1.70
2.719,1.73
2.72,1.87
2.721,2.02
2.722,2.14
2.723,2.15
2.724,2.13
2.725,1.95
2.726,2.15
2.727,2.05
2.728,2.04
2.729,2.01
2.73,1.97
2.731,2.03
2.732,1.99
2.733,1.91
2.734,1.88
2.735,1.89
2.736,1.89
2.737,1.84
2.738,1.80
2.739,1.76
2.74,1.83
2.741,2.00
2.742,2.09
2.743,2.18
2.744,2.25
2.745,2.38
2.746,2.38
2.747,2.40
2.748,2.45
2.749,2.55
2.75,2.54
2.751,2.51
2.752,2.44
2.753,2.49
2.754,2.53
2.755,2.55
2.756,2.53
2.757,2.50
2.758,2.44
2.759,2.38
2.76,2.47
2.761,2.25
2.762,2.32
2.763,2.27
2.764,2.21
2.765,2.15
2.766,2.16
2.767,2.04
2.768,2.02
2.769,1.97
2.77,2.04
2.771,1.98
2.772,1.97
2.773,2.27
2.774,2.35
2.775,2.41
2.776,2.40
2.777,2.49
2.778,2.63
2.779,2.59
2.78,2.66
2.781,2.83
2.782,2.88
2.783,2.87
2.784,2.80
2.785,2.82
2.786,2.85
2.787,2.80
2.788,2.88
2.789,2.93
2.79,2.83
2.791,2.73
2.792,2.83
2.793,2.87
2.794,2.91
2.795,2.73
2.796,2.46
2.797,2.54
2.798,2.44
2.799,2.41
2.8,2.35
2.801,2.41
2.802,2.38
2.803,2.23
2.804,2.22
2.805,2.21
2.806,2.33
2.807,2.39
2.808,2.36
2.809,2.31
2.81,2.33
2.811,2.30
2.812,2.51
2.813,2.58
2.814,2.64
2.815,2.68
2.816,2.78
2.817,2.73
2.818,2.84
2.819,2.86
2.82,2.93
2.821,2.95
2.822,2.90
2.823,2.95
2.824,3.03
2.825,2.89
2.826,2.93
2.827,2.93
2.828,2.98
2.829,3.07
2.83,3.09
2.831,3.23
2.832,3.27
2.833,3.39
2.834,3.22
2.835,3.22
2.836,3.25
2.837,3.16
2.838,3.14
2.839,3.12
2.84,3.22
2.841,3.05
2.842,2.93
2.843,2.83
2.844,2.80
2.845,2.81
2.846,2.78
2.847,2.69
2.848,2.59
2.849,2.48
2.85,2.45
2.851,2.47
2.852,2.55
2.853,2.49
2.854,2.53
2.855,2.39
2.856,2.34
2.857,2.33
2.858,2.43
2.859,2.39
2.86,2.47
2.861,2.58
2.862,2.65
2.863,2.71
2.864,2.68
2.865,2.65
2.866,2.72
2.867,2.74
2.868,2.73
2.869,2.77
2.87,2.80
2.871,2.78
2.872,2.79
2.873,2.95
2.874,2.83
2.875,2.76
2.876,2.74
2.877,2.66
2.878,2.53
2.879,2.43
2.88,2.39
2.881,2.35
2.882,2.36
2.883,2.35
2.884,2.36
2.885,2.39
2.886,2.37
2.887,2.52
2.888,2.58
2.889,2.70
2.89,2.62
2.891,2.58
2.892,2.59
2.893,2.67
2.894,2.62
2.895,2.67
2.896,2.65
2.897,2.74
2.898,2.73
2.899,2.71
2.9,2.64
2.901,2.72
2.902,2.90
2.903,2.92
2.904,2.81
2.905,2.71
2.906,2.70
2.907,2.57
2.908,2.50
2.909,2.51
2.91,2.52
2.911,2.54
2.912,2.39
2.913,2.41
2.914,2.33
2.915,2.20
2.916,2.15
2.917,2.15
2.918,2.08
2.919,2.10
2.92,2.12
2.921,2.19
2.922,2.15
2.923,2.07
2.924,1.99
2.925,1.87
2.926,1.86
2.927,1.86
2.928,1.84
2.929,1.92
2.93,2.05
2.931,2.16
2.932,2.24
2.933,2.39
2.934,2.55
2.935,2.68
2.936,2.83
2.937,2.83
2.938,2.87
2.939,2.93
2.94,3.02
2.941,3.15
2.942,3.21
2.943,3.20
2.944,3.20
2.945,3.19
2.946,3.21
2.947,3.15
2.948,3.15
2.949,3.05
2.95,3.06
2.951,3.10
2.952,3.15
2.953,3.20
2.954,3.15
2.955,3.10
2.956,3.12
2.957,2.94
2.958,2.97
2.959,3.06
2.96,2.94
2.961,2.92
2.962,3.02
2.963,3.00
2.964,3.02
2.965,2.98
2.966,2.97
2.967,2.85
2.968,2.84
2.969,2.81
2.97,2.72
2.971,2.63
2.972,2.61
2.973,2.67
2.974,2.48
2.975,2.29
2.976,2.37
2.977,2.31
2.978,2.26
2.979,2.12
2.98,2.11
2.981,2.11
2.982,2.10
2.983,2.01
2.984,2.10
2.985,2.16
2.986,2.30
2.987,2.19
2.988,2.15
2.989,2.15
2.99,2.20
2.991,2.19
2.992,2.29
2.993,2.43
2.994,2.45
2.995,2.57
2.996,2.60
2.997,2.62
2.998,2.68
2.999,2.66
3,2.67
3.001,2.56
3.002,2.19
3.003,2.34
3.004,2.31
3.005,2.19
3.006,2.11
3.007,2.17
3.008,1.96
3.009,1.90
3.01,1.93
3.011,1.88
3.012,1.91
3.013,2.03
3.014,1.97
3.015,1.95
3.016,1.96
3.017,2.01
3.018,2.00
3.019,2.02
3.02,2.08
3.021,2.13
3.022,2.07
3.023,2.08
3.024,2.03
3.025,2.03
3.026,2.06
3.027,2.11
3.028,2.16
3.029,2.21
3.03,2.30
3.031,2.35
3.032,2.39
3.033,2.44
3.034,2.45
3.035,2.44
3.036,2.46
3.037,2.37
3.038,2.31
3.039,2.34
3.04,2.31
3.041,2.38
3.042,2.33
3.043,2.34
3.044,2.49
3.045,2.35
3.046,2.42
3.047,2.39
3.048,2.40
3.049,2.41
3.05,2.53
3.051,2.52
3.052,2.57
3.053,2.69
3.054,2.67
3.055,2.68
3.056,2.75
3.057,2.87
3.058,2.82
3.059,2.84
3.06,2.83
3.061,2.83
3.062,2.86
3.063,2.92
3.064,3.01
3.065,3.19
3.066,3.02
3.067,2.94
3.068,2.85
3.069,2.94
3.07,2.94
3.071,3.07
3.072,3.06
3.073,3.18
3.074,3.25
3.075,3.32
3.076,3.34
3.077,3.43
3.078,3.47
3.079,3.48
3.08,3.44
3.081,3.61
3.082,3.49
3.083,3.43
3.084,3.39
3.085,3.38
3.086,3.33
3.087,3.21
3.088,3.28
3.089,3.25
3.09,3.33
3.091,3.37
3.092,3.50
3.093,3.55
3.094,3.54
3.095,3.52
3.096,3.51
3.097,3.50
3.098,3.49
3.099,3.49
3.1,3.51
3.101,3.48
3.102,3.50
3.103,3.52
3.104,3.55
3.105,3.44
3.106,3.43
3.107,3.45
3.108,3.39
3.109,3.39
3.11,3.40
3.111,3.40
3.112,3.40
3.113,3.43
3.114,3.38
3.115,3.38
3.116,3.29
3.117,3.25
3.118,3.09
3.119,3.17
3.12,3.11
3.121,3.06
3.122,3.03
3.123,3.13
3.124,2.98
3.125,2.93
3.126,3.04
3.127,3.04
3.128,2.98
3.129,2.91
3.13,3.04
3.131,3.03
3.132,2.95
3.133,2.95
3.134,2.87
3.135,2.79
3.136,2.62
3.137,2.53
3.138,2.43
3.139,2.44
3.14,2.36
3.141,2.35
3.142,2.32
3.143,2.53
3.144,2.67
3.145,2.81
3.146,3.02
3.147,3.00
3.148,3.10
3.149,3.19
3.15,3.19
3.151,3.34
3.152,3.39
3.153,3.41
3.154,3.42
3.155,3.55
3.156,3.52
3.157,3.46
3.158,3.56
3.159,3.45
3.16,3.29
3.161,3.28
3.162,3.19
3.163,3.18
3.164,3.17
3.165,3.12
3.166,3.12
3.167,3.09
3.168,3.03
3.169,2.98
3.17,2.87
3.171,2.85
3.172,2.82
3.173,2.87
3.174,2.88
3.175,2.83
3.176,2.79
3.177,2.77
3.178,2.79
3.179,2.78
3.18,2.72
3.181,2.74
3.182,2.76
3.183,2.84
3.184,2.90
3.185,2.97
3.186,2.93
3.187,2.97
3.188,3.00
3.189,3.00
3.19,3.17
3.191,2.96
3.192,3.05
3.193,3.15
3.194,3.28
3.195,3.34
3.196,3.26
3.197,3.23
3.198,3.24
3.199,3.28
3.2,3.29
3.201,3.26
3.202,3.16
3.203,3.24
3.204,3.26
3.205,3.19
3.206,3.17
3.207,3.20
3.208,3.23
3.209,3.25
3.21,3.13
3.211,3.08
3.212,3.08
3.213,3.06
3.214,2.99
3.215,2.91
3.216,2.96
3.217,2.91
3.218,2.87
3.219,2.91
3.22,2.98
3.221,2.94
3.222,2.88
3.223,2.81
3.224,2.82
3.225,2.91
3.226,3.02
3.227,3.02
3.228,2.92
3.229,2.99
3.23,3.10
3.231,2.96
3.232,2.98
3.233,2.90
3.234,2.86
3.235,2.87
3.236,2.85
3.237,2.80
3.238,2.80
3.239,2.81
3.24,2.95
3.241,2.91
3.242,2.85
3.243,2.92
3.244,2.94
3.245,2.87
3.246,2.80
3.247,2.83
3.248,2.90
3.249,2.94
3.25,2.95
3.251,2.88
3.252,2.87
3.253,2.89
3.254,2.92
3.255,3.16
3.256,3.33
3.257,3.48
3.258,3.37
3.259,3.23
3.26,3.28
3.261,3.31
3.262,3.31
3.263,3.35
3.264,3.37
3.265,3.28
3.266,3.23
3.267,3.21
3.268,3.21
3.269,3.18
3.27,3.14
3.271,3.05
3.272,3.11
3.273,3.12
3.274,3.13
3.275,3.17
3.276,3.24
3.277,3.21
3.278,3.02
3.279,3.06
3.28,3.31
3.281,3.05
3.282,3.06
3.283,2.90
3.284,2.75
3.285,2.69
3.286,2.62
3.287,2.45
3.288,2.30
3.289,2.23
3.29,2.18
3.291,2.15
3.292,2.09
3.293,2.05
3.294,2.13
3.295,2.17
3.296,2.17
3.297,2.10
3.298,2.07
3.299,2.13
3.3,2.19
3.301,2.21
3.302,2.10
3.303,2.24
3.304,2.36
3.305,2.30
3.306,2.25
3.307,2.19
3.308,2.11
3.309,2.06
3.31,2.09
3.311,2.18
3.312,2.49
